Name,URL,Stars,Description
"aws-codepipeline-plugin-for-jenkins","https://github.com/awslabs/aws-codepipeline-plugin-for-jenkins",83,"Use this plugin to integrate your Jenkins project with a pipeline in AWS CodePipeline. For more information and step-by-step directions on how to install and configure this plugin, follow the Four Stage Pipeline Tutorial. http://docs.aws.amazon.com/codepipeline/latest/userguide/getting-started-4.html"
"AWSCodePipeline-Jenkins-AWSCodeDeploy_Windows","https://github.com/awslabs/AWSCodePipeline-Jenkins-AWSCodeDeploy_Windows",15,"Use this sample when creating a four-stage pipeline in AWS CodePipeline while following the Four Stage Pipeline Tutorial. http://docs.aws.amazon.com/codepipeline/latest/userguide/getting-started-4.html"
"aws-codepipeline-jenkins-aws-codedeploy_linux","https://github.com/awslabs/aws-codepipeline-jenkins-aws-codedeploy_linux",51,"Use this sample when creating a four-stage pipeline in AWS CodePipeline while following the Four Stage Pipeline Tutorial. http://docs.aws.amazon.com/codepipeline/latest/userguide/getting-started-4.html"
"aws-apigateway-sdk-java","https://github.com/awslabs/aws-apigateway-sdk-java",32,""
"aws-sdk-net-samples","https://github.com/awslabs/aws-sdk-net-samples",194,""
"git-secrets","https://github.com/awslabs/git-secrets",13072,"Prevents you from committing secrets and credentials into git repositories"
"aws-elasticache-cluster-client-memcached-for-php","https://github.com/awslabs/aws-elasticache-cluster-client-memcached-for-php",64,"Amazon ElastiCache Cluster Client is an enhanced PHP library to connect to ElastiCache clusters. This client library has been built upon libmemcached and is released under the Apache License. "
"aws-elasticache-cluster-client-libmemcached","https://github.com/awslabs/aws-elasticache-cluster-client-libmemcached",26,"Libmemcached library support for Amazon ElastiCache Memcached Cluster for PHP. The client is available at https://github.com/awslabs/aws-elasticache-cluster-client-memcached-for-php."
"flowgger","https://github.com/awslabs/flowgger",874,"A fast data collector in Rust"
"landsat-on-aws","https://github.com/awslabs/landsat-on-aws",42,"Landsat on AWS is a web application that uses Amazon S3, Amazon API Gateway, and AWS Lambda to create an infinitely scalable interface to navigate Landsat satellite data."
"ec2-spot-labs","https://github.com/awslabs/ec2-spot-labs",979,"Collection of tools and code examples to demonstrate best practices in using Amazon EC2 Spot Instances."
"simplebeerservice","https://github.com/awslabs/simplebeerservice",319,"Simple Beer Service (SBS) is a cloud-connected kegerator that streams live sensor data to AWS."
"collectd-cloudwatch","https://github.com/awslabs/collectd-cloudwatch",207,"A collectd plugin for sending data to Amazon CloudWatch"
"aws-sha256-agentcs","https://github.com/awslabs/aws-sha256-agentcs",6,"SHA256 Agent Compatibility Scanner"
"aws-device-farm-gradle-plugin","https://github.com/awslabs/aws-device-farm-gradle-plugin",61,"Gradle plugin for AWS Device Farm. "
"amazon-kinesis-archiver","https://github.com/awslabs/amazon-kinesis-archiver",31,"An AWS Lambda module and node.js library to facilitate Amazon Kinesis archival and replay"
"logstash-output-amazon_es","https://github.com/awslabs/logstash-output-amazon_es",375,"Logstash output plugin to sign and export logstash events to Amazon Elasticsearch Service"
"aws-shell","https://github.com/awslabs/aws-shell",7332,"An integrated shell for working with the AWS CLI."
"amazon-ecs-amazon-efs","https://github.com/awslabs/amazon-ecs-amazon-efs",66,"Using Amazon EFS to Persist Data from Amazon ECS Containers"
"amazon-sqs-java-extended-client-lib","https://github.com/awslabs/amazon-sqs-java-extended-client-lib",227,"An extension to the Amazon SQS client that enables sending and receiving messages up to 2GB via Amazon S3. "
"amazon-kinesis-agent","https://github.com/awslabs/amazon-kinesis-agent",371,"Continuously monitors a set of log files  and sends new data to the Amazon Kinesis Stream and Amazon Kinesis Firehose in near-real-time. "
"lambda-streams-to-firehose","https://github.com/awslabs/lambda-streams-to-firehose",279,"AWS Lambda function to forward Stream data to Kinesis Firehose"
"aws-detailed-billing-parser","https://github.com/awslabs/aws-detailed-billing-parser",118,"Python script to parse the Detailed Billing Reports to Elasticsearch or .json file."
"pgbouncer-fast-switchover","https://github.com/awslabs/pgbouncer-fast-switchover",444,"Adds query routing and rewriting extensions to pgbouncer"
"route53-dynamic-dns-with-lambda","https://github.com/awslabs/route53-dynamic-dns-with-lambda",532,"A Dynamic DNS system built with API Gateway, Lambda & Route 53. "
"ec2-spot-jenkins-plugin","https://github.com/awslabs/ec2-spot-jenkins-plugin",95,"The EC2 Spot Jenkins plugin launches EC2 Spot instances as worker nodes for Jenkins CI server, automatically scaling the capacity with the load. "
"kinesis-aggregation","https://github.com/awslabs/kinesis-aggregation",377,"AWS libraries/modules for working with Kinesis aggregated record data"
"aws-akka-firehose","https://github.com/awslabs/aws-akka-firehose",14,"An Akka actor that writes JSON data into Amazon Kinesis Firehose."
"aws-config-rules","https://github.com/awslabs/aws-config-rules",1724,"[Node, Python, Java] Repository of sample Custom Rules for AWS Config. "
"aws-apigateway-lambda-authorizer-blueprints","https://github.com/awslabs/aws-apigateway-lambda-authorizer-blueprints",719,"Blueprints and examples for Lambda-based custom Authorizers for use in API Gateway."
"aws-blog-net-exploring-aspnet-core","https://github.com/awslabs/aws-blog-net-exploring-aspnet-core",28,"This repository is for exploring the new ASP.NET Core platform with AWS. On the AWS .NET blog site there are a series of posts talking about the code in this repository. For any questions or ideas about ASP.NET Core on AWS feel free to open a GitHub issue. That will help us in determining future blog content."
"lambda-chef-node-cleanup","https://github.com/awslabs/lambda-chef-node-cleanup",71,"Automatically Delete Terminated Instances in Chef Server with AWS Lambda "
"aws-security-automation","https://github.com/awslabs/aws-security-automation",631,"Collection of scripts and resources for DevSecOps and Automated Incident Response Security"
"aws_lambda_sample_events_python","https://github.com/awslabs/aws_lambda_sample_events_python",57,"A Python module for creating sample events to test AWS Lambda functions. "
"amazon-redshift-monitoring","https://github.com/awslabs/amazon-redshift-monitoring",273,"Amazon Redshift Advanced Monitoring"
"ecs-refarch-service-discovery","https://github.com/awslabs/ecs-refarch-service-discovery",444,"An EC2 Container Service Reference Architecture for providing Service Discovery to containers using CloudWatch Events, Lambda and Route 53 private hosted zones. "
"aws-config-to-elasticsearch","https://github.com/awslabs/aws-config-to-elasticsearch",71,"Generates an AWS Config Snapshot and ingests it into ElasticSearch for further analysis using Kibana "
"amazon-ecr-credential-helper","https://github.com/awslabs/amazon-ecr-credential-helper",2671,"Automatically gets credentials for Amazon ECR on docker push/docker pull"
"ec2-classic-mirror","https://github.com/awslabs/ec2-classic-mirror",6,"ClassicLink Mirror is an automation tool that assists with an in-progress migration of your EC2 resources from EC2-Classic to a VPC."
"aws-iot-fuse","https://github.com/awslabs/aws-iot-fuse",17,"A FUSE filesystem to interact with AWS IoT service. "
"ecs-refarch-continuous-deployment","https://github.com/awslabs/ecs-refarch-continuous-deployment",855,"ECS Reference Architecture for creating a flexible and scalable deployment pipeline to Amazon ECS using AWS CodePipeline"
"aws-transit-vpc","https://github.com/awslabs/aws-transit-vpc",77,""
"amazon-inspector-finding-forwarder","https://github.com/awslabs/amazon-inspector-finding-forwarder",39,"Python scripts to run in AWS Lambda to process findings from Amazon Inspector"
"amazon-inspector-auto-remediate","https://github.com/awslabs/amazon-inspector-auto-remediate",60,"Lambda job in Python to automatically patch EC2 instances when an inspector assessment generates a CVE finding"
"ecs-secrets","https://github.com/awslabs/ecs-secrets",177,"Runtime secrets management solution for ECS using Task IAM Roles"
"rds-support-tools","https://github.com/awslabs/rds-support-tools",227,"Amazon RDS Support Tools contains utilities, sql, scripts and views which are useful in a RDS environment"
"aws-dx-monitor","https://github.com/awslabs/aws-dx-monitor",60,"Simple AWS Direct Connect monitoring with Amazon CloudWatch."
"amazon-inspector-agent-autodeploy","https://github.com/awslabs/amazon-inspector-agent-autodeploy",29,"Lambda job in Python to automatically deploy Inspector agent to newly-launched EC2 instances"
"emr-dynamodb-connector","https://github.com/awslabs/emr-dynamodb-connector",228,"Implementations of open source Apache Hadoop/Hive interfaces which allow for ingesting data from Amazon DynamoDB"
"dynamodb-continuous-backup","https://github.com/awslabs/dynamodb-continuous-backup",182,"Continuous backup automation for Amazon DynamoDB"
"cloudwatch-api-tracker","https://github.com/awslabs/cloudwatch-api-tracker",31,"This application (in the form of a lambda function) will publish CloudWatch metrics based on API usage. It listens to a CloudWatch Log Stream that is associated with a CloudTrail log and publishes metrics in specified batches."
"aws-ms-deploy-assistant","https://github.com/awslabs/aws-ms-deploy-assistant",9,"The AWS Deployment Assistance for Microsoft Developer Platform enables integration of the AWS CodePipeline and CodeDeploy Services into the Visual Studio or Team Foundation Server build process"
"ec2-migrate-longer-id","https://github.com/awslabs/ec2-migrate-longer-id",12,"The code opts the entire account in to the longer id format for ec2 resources in each region with a single request. It will also print status and revert to shorter ids in case of problems. "
"cwe-monitor-secgrp","https://github.com/awslabs/cwe-monitor-secgrp",26,"This CloudWatch Events rule Lambda function evaluates AWS API calls that change Amazon EC2 security group ingress rules. The function flags rules that violate a preconfigured policy. "
"ecs-swift-sample-app","https://github.com/awslabs/ecs-swift-sample-app",10,""
"lambda-refarch-mapreduce","https://github.com/awslabs/lambda-refarch-mapreduce",426,"This repo presents a reference architecture for running serverless MapReduce jobs. This has been implemented using AWS Lambda and Amazon S3."
"statelint","https://github.com/awslabs/statelint",352,"A Ruby gem that provides a command-line validator for Amazon States Language JSON files. "
"j2119","https://github.com/awslabs/j2119",11,"A general-purpose validator generator that uses RFC2119-style assertions as input."
"ec2-fleet-compare","https://github.com/awslabs/ec2-fleet-compare",29,"A small command line utility to find the most effective EC2 instances that match a set of requirements."
"ecr-cleanup-lambda","https://github.com/awslabs/ecr-cleanup-lambda",162,"A script to discover stale ECR images and take action on them with Lambda to help reduce costs."
"cloudwatch-logs-customize-alarms","https://github.com/awslabs/cloudwatch-logs-customize-alarms",106,"A Lambda function that helps customize alarms from Amazon CloudWatch to fit your specific needs."
"cloudwatch-logs-analyze-data","https://github.com/awslabs/cloudwatch-logs-analyze-data",47,"A Lambda function that builds an on-demand, scalable Amazon Elasticsearch cluster to solve a specific problem or to do analysis."
"aws-api-gateway-developer-portal","https://github.com/awslabs/aws-api-gateway-developer-portal",947,"A Serverless Developer Portal for easily publishing and cataloging APIs"
"deeplearning-benchmark","https://github.com/awslabs/deeplearning-benchmark",118,""
"awscli-aliases","https://github.com/awslabs/awscli-aliases",484,"Repository for AWS CLI aliases."
"aws-cfn-template-flip","https://github.com/awslabs/aws-cfn-template-flip",1008,"Tool for converting AWS CloudFormation templates between JSON and YAML formats."
"aws-support-tools","https://github.com/awslabs/aws-support-tools",1500,"Tools and sample code provided by AWS Premium Support."
"aws-codebuild-jenkins-plugin","https://github.com/awslabs/aws-codebuild-jenkins-plugin",154,"AWS CodeBuild integration as a Jenkins build step."
"ec2watch","https://github.com/awslabs/ec2watch",13,"ec2watch is a simple tool that can capture screenshots of an EC2 instance's console for display, automatically updating on a set interval. "
"mxnet-lambda","https://github.com/awslabs/mxnet-lambda",133,"Reference Lambda function that predicts image labels for a image using an MXNet-built deep learning model. The repo also has pre-built MXNet, OpenCV libraries for use with AWS Lambda."
"serverless-photo-recognition","https://github.com/awslabs/serverless-photo-recognition",387,"A collection of 3 lambda functions that are invoked by Amazon S3 or Amazon API Gateway to analyze uploaded images with Amazon Rekognition and save picture labels to ElasticSearch (written in Kotlin)"
"rekognition-image-search-engine","https://github.com/awslabs/rekognition-image-search-engine",60,"Reference implementation on building a local image search engine that uses Amazon Rekognition image labels to create an inverted index."
"aws-batch-helpers","https://github.com/awslabs/aws-batch-helpers",134,"AWS Batch helpers is a collection of scripts and tools that can be used with AWS Batch."
"cloudformation-accustom","https://github.com/awslabs/cloudformation-accustom",20,"Accustom is a library for responding to Custom Resources in AWS CloudFormation using the decorator pattern."
"deeplearning-cfn","https://github.com/awslabs/deeplearning-cfn",252,"Distributed Deep Learning on AWS Using CloudFormation (CFN), MXNet and TensorFlow"
"rekognition-video-utils","https://github.com/awslabs/rekognition-video-utils",40,"Reference implementation on labeling video frames using Amazon Rekognition. The repo also contains some OpenCV based video utilities for frame extraction and labeling."
"hids-cloudwatchlogs-opensearch-template","https://github.com/awslabs/hids-cloudwatchlogs-opensearch-template",63,"Monitor Host-Based Intrusion Detection System Alerts on Amazon EC2 Instances"
"IsItOnAWS","https://github.com/awslabs/IsItOnAWS",53,"Mini web site that uses a lambda function to search a host name or IP address in the list of AWS address ranges, see https://aws.amazon.com/blogs/aws/aws-ip-ranges-json/"
"custom-lookup-lambda","https://github.com/awslabs/custom-lookup-lambda",31,"CloudFormation Custom Resource can be leveraged to query AWS DynamoDB via an AWS Lambda function to retrieve the key value pairs, replacing the mappings and parameter sections and providing a more automated approach for managing template parameters."
"amazon-kinesis-data-generator","https://github.com/awslabs/amazon-kinesis-data-generator",209,"A UI that simplifies testing with Amazon Kinesis Streams and Firehose. Create and save record templates, and easily send data to Amazon Kinesis."
"cloudwatch-fluent-metrics","https://github.com/awslabs/cloudwatch-fluent-metrics",58,"Fast and easy-to-use library for implementing CloudWatch Custom Metrics"
"aws-systems-manager","https://github.com/awslabs/aws-systems-manager",110,"Artifacts for use with AWS Systems Manager"
"aws-kinesis-beanstalk-workers","https://github.com/awslabs/aws-kinesis-beanstalk-workers",8,"Elastic Beanstalk Managed Consumer for Amazon Kinesis"
"ml-experiments-schema","https://github.com/awslabs/ml-experiments-schema",45,"A JSON-based schema for storing declarative descriptions of machine learning experiments"
"amazon-dynamodb-lock-client","https://github.com/awslabs/amazon-dynamodb-lock-client",510,"The AmazonDynamoDBLockClient is a general purpose distributed locking library built on top of DynamoDB. It supports both coarse-grained and fine-grained locking."
"codedeploy-blue-green","https://github.com/awslabs/codedeploy-blue-green",48,"These artifacts are associated with the blog post on Blue/Green Deployments with CodeDeploy."
"ami-builder-packer","https://github.com/awslabs/ami-builder-packer",462,"An example of an AMI Builder using CI/CD with AWS CodePipeline, AWS CodeBuild, Hashicorp Packer and Ansible."
"aws-s3snapshot","https://github.com/awslabs/aws-s3snapshot",28,"S3 Snapshot script to run from command-line or scheduled in Lambda."
"amazon-ecs-nodejs-microservices","https://github.com/awslabs/amazon-ecs-nodejs-microservices",693,"Reference architecture that shows how to take a Node.js application, containerize it, and deploy it as microservices on Amazon Elastic Container Service. "
"aws-refarch-cross-account-pipeline","https://github.com/awslabs/aws-refarch-cross-account-pipeline",227,"The Cloudformation Templates guides the users to setup a codepipeline in Account-A, CodeCommit in Account-B and Deployment of a Sample Lambda in Account-C. Provides a reference for customers to use AWS CodePipeline as a centralized product to enable CI/CD across multiple accounts."
"aws-lex-browser-audio-capture","https://github.com/awslabs/aws-lex-browser-audio-capture",165,"An example web application using the Lex JavaScript SDK to send and receive audio from the Lex PostContent API. Demonstrates how to capture an audio device, record audio, and convert the audio into a format that Lex will recognize, and play the response. All from a web browser."
"ecs-nginx-reverse-proxy","https://github.com/awslabs/ecs-nginx-reverse-proxy",335,"Reference architecture for deploying Nginx on ECS, both as a basic static resource server, and as a reverse proxy in front of a dynamic application server."
"aws-checksums","https://github.com/awslabs/aws-checksums",61,"Cross-Platform HW accelerated CRC32c and CRC32 with fallback to efficient SW implementations. C interface with language bindings for each of our SDKs "
"states-language","https://github.com/awslabs/states-language",22,"The States Language spec"
"sockeye","https://github.com/awslabs/sockeye",1218,"Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch"
"aws-greengrass-group-setup","https://github.com/awslabs/aws-greengrass-group-setup",53,"File-driven creation of an entire AWS Greengrass group"
"iot-button-notifications","https://github.com/awslabs/iot-button-notifications",9,"A Lambda function to configure an AWS IoT Button to send customized notification messages using an SNS topic. "
"aws-ec2rescue-linux","https://github.com/awslabs/aws-ec2rescue-linux",184,"Amazon Web Services Elastic Compute Cloud (EC2) Rescue for Linux is a python-based tool that allows for the automatic diagnosis of common problems found on EC2 Linux instances."
"aws-blog-dynamodb-analysis","https://github.com/awslabs/aws-blog-dynamodb-analysis",24,"This package can pull random public tweets from Twitter (tweets-streaming.py) or generates simulated tweets (tweets-simulated.py). The result will be stored into a DynamoDB table."
"aws-lambda-kinesis-prewarming","https://github.com/awslabs/aws-lambda-kinesis-prewarming",15,"Provides canary based prewarming of lambda functions for Kinesis Event Sources."
"aws-iam-generator","https://github.com/awslabs/aws-iam-generator",246,"Generate Multi-Account IAM users/groups/roles/policies from a simple YAML configuration file and Jinja2 templates. "
"kinesis-kafka-connector","https://github.com/awslabs/kinesis-kafka-connector",158,"kinesis-kafka-connector is connector based on Kafka Connect to publish messages to Amazon Kinesis streams or Amazon Kinesis Firehose."
"cloudformation-ldaps-haproxy-template","https://github.com/awslabs/cloudformation-ldaps-haproxy-template",14,"Configure an LDAPS Endpoint for Simple AD"
"pidgin-chime","https://github.com/awslabs/pidgin-chime",58,"Pidgin/libpurple plugin for Amazon Chime"
"aws-discovery-utils","https://github.com/awslabs/aws-discovery-utils",27,"Utilities for use with the AWS Discovery Service API"
"aws-encryption-sdk-test-vectors","https://github.com/awslabs/aws-encryption-sdk-test-vectors",5,"Test vectors for the AWS Encryption SDK"
"aws-crypto-tools-test-vector-framework","https://github.com/awslabs/aws-crypto-tools-test-vector-framework",4,"Contains rules explaining how to use test vectors for the AWS Encryption SDK"
"goformation","https://github.com/awslabs/goformation",850,"GoFormation is a Go library for working with CloudFormation templates."
"elasticache-hybrid-architecture-demo","https://github.com/awslabs/elasticache-hybrid-architecture-demo",6,"Demo to deploy and test Amazon ElastiCache in hybrid architectures with database living on-premises."
"aws-config-rdk","https://github.com/awslabs/aws-config-rdk",476,"The AWS Config Rules Development Kit helps developers set up, author and test custom Config rules. It contains scripts to enable AWS Config, create a Config rule and test it with sample ConfigurationItems. "
"ec2-spot-fleet-bamboo-plugin","https://github.com/awslabs/ec2-spot-fleet-bamboo-plugin",7,"Plugin for Atlassian Bamboo, a continuous integration (CI) tool. The plugin allows users to associate an EC2 Spot Fleet with Bamboo to complete tasks as a part of the CI process."
"open-data-registry","https://github.com/awslabs/open-data-registry",1610,"A registry of publicly available datasets on AWS"
"open-data-registry-browser","https://github.com/awslabs/open-data-registry-browser",39,"A browser for open-data-registry: https://github.com/awslabs/open-data-registry"
"swage","https://github.com/awslabs/swage",23,"A collection of libraries useful for developing and running services. "
"aws-glue-libs","https://github.com/awslabs/aws-glue-libs",691,"AWS Glue Libraries are additions and enhancements to Spark for ETL operations."
"cloud-templates-ruby","https://github.com/awslabs/cloud-templates-ruby",13,"MVC-based templating framework for hierarchical data structures"
"aws-service-catalog-enforce-template-constraints","https://github.com/awslabs/aws-service-catalog-enforce-template-constraints",8,"Lambda function to freeze EC2 instance creation to t2.medium/small for Service Catalog portfolios"
"aws-lex-ai-kit","https://github.com/awslabs/aws-lex-ai-kit",21,"A demonstration of how to get a simple voice based AI kit up and running and connected to Amazon Lex, using a Raspberry Pi and off-the-shelf components"
"social-networks-rekognition-neo4j-blog","https://github.com/awslabs/social-networks-rekognition-neo4j-blog",27,"Jupyter notebook that calls Rekognition, displays an image, and calls a local Neo4j DB to display a graph of relationships "
"MXNet2CoreML_iOS_sample_app","https://github.com/awslabs/MXNet2CoreML_iOS_sample_app",57,"MXNet to Core ML - iOS sample app"
"aws-automating-security-group-updates","https://github.com/awslabs/aws-automating-security-group-updates",52,"This post will explore the idea of using an AWS Lambda function, in combination with AutoScaling Lifecycle Hooks and a DynamoDB table, to automatically update security groups for a dynamic environment on your behalf, leaving you with automatically scoped down security groups. "
"cognito-proxy-rest-service","https://github.com/awslabs/cognito-proxy-rest-service",60,"Moving the Amazon Cognito functionality down the stack to the backend. Ideal for migration purposes and extremely custom Auth functionality. "
"serverless-automated-ui-testing","https://github.com/awslabs/serverless-automated-ui-testing",93,"This repository will contains HTML and Javascript files for static S3 websites (Test Website & Status page), CodeBuild build specification, Python script to perform the testing ans CloudFormation template to launch the stack which will be used in a blog post."
"aws-fpga-app-notes","https://github.com/awslabs/aws-fpga-app-notes",89,"Application notes for the F1 EC2 Instance"
"aurora-snapshot-tool","https://github.com/awslabs/aurora-snapshot-tool",133,"The Snapshot Tool for Amazon Aurora automates the task of creating manual snapshots, copying them into a different account and a different region, and deleting them after a specified number of days"
"deeplearning-emr","https://github.com/awslabs/deeplearning-emr",63,"Scripts and instructions to facilitate running Deep Learning Tasks on Amazon EMR"
"aws-sfn-resume-from-any-state","https://github.com/awslabs/aws-sfn-resume-from-any-state",58,"Resume failed state machines midstream and skip all previously succeded steps. "
"aws-delivlib-sample","https://github.com/awslabs/aws-delivlib-sample",3,"Sample and test project for aws-delivlib"
"node-codemaker","https://github.com/awslabs/node-codemaker",4,"A simple multi-file text writer with code generation tendencies"
"multi-model-server","https://github.com/awslabs/multi-model-server",1024,"Multi Model Server is a tool for serving neural net models for inference"
"dynamodb-data-mapper-js","https://github.com/awslabs/dynamodb-data-mapper-js",818,"A schema-based data mapper for Amazon DynamoDB. "
"cloudwatch-xray-apm-demo","https://github.com/awslabs/cloudwatch-xray-apm-demo",17,"Demo on how to use Amazon CloudWatch custom metrics with either Collectd or CloudWatch logs, so you don't introduce latency on your apps. This demo also uses the AWS X-Ray daemon to send tracing information to X-Ray."
"voice-powered-analytics","https://github.com/awslabs/voice-powered-analytics",116,"Workshop to build voice enabled integration with data analytics"
"rds-snapshot-tool","https://github.com/awslabs/rds-snapshot-tool",343,"The Snapshot Tool for Amazon RDS automates the task of creating manual snapshots, copying them into a different account and a different region, and deleting them after a specified number of days "
"aws-mobile-appsync-sdk-js","https://github.com/awslabs/aws-mobile-appsync-sdk-js",920,"JavaScript library files for Offline, Sync, Sigv4. includes support for React Native"
"aws-mobile-appsync-sdk-ios","https://github.com/awslabs/aws-mobile-appsync-sdk-ios",266,"iOS SDK for AWS AppSync."
"keras-apache-mxnet","https://github.com/awslabs/keras-apache-mxnet",288,"[DEPRECATED] Amazon Deep Learning's Keras with Apache MXNet support"
"aws-eventstream-java","https://github.com/awslabs/aws-eventstream-java",5,"A Java implementation of EventStream encoding, an extensible binary datagram encoding."
"amazon-kinesis-video-streams-producer-sdk-cpp","https://github.com/awslabs/amazon-kinesis-video-streams-producer-sdk-cpp",411,"Amazon Kinesis Video Streams Producer SDK for C++ is for developers to install and customize for their connected camera and other devices to securely stream video, audio, and time-encoded data to Kinesis Video Streams."
"aws-servicebroker-redshift","https://github.com/awslabs/aws-servicebroker-redshift",8,"AWS Service Broker deployment module for Amazon Redshift"
"aws-servicebroker-documentation","https://github.com/awslabs/aws-servicebroker-documentation",38,"AWS Service Broker documentation"
"aws-config-engine-for-compliance-as-code","https://github.com/awslabs/aws-config-engine-for-compliance-as-code",274,"Manage AWS Config Rules at scale in AWS multi-account and/or multi-region environment; with fully configurable deployment (RuleSets) and analytics."
"amazon-kinesis-video-streams-producer-sdk-java","https://github.com/awslabs/amazon-kinesis-video-streams-producer-sdk-java",83,"Allows developers to install and customize their connected camera and other devices to securely stream video, audio, and time-encoded data to Kinesis Video Streams"
"awsprocesscreds","https://github.com/awslabs/awsprocesscreds",128,"Process credential providers for AWS SDKs and Tools"
"aws-ecs-logs-collector-for-windows","https://github.com/awslabs/aws-ecs-logs-collector-for-windows",14,"The script will be used to collect general os logs as well as Docker and ecs-agent logs, it also support to enable debug mode for docker and ecs-agent in Windows 2016."
"aws-for-wordpress","https://github.com/awslabs/aws-for-wordpress",80,"Amazon Polly Plugin for WordPress, which enables functionality for converting any text content on the wordpress site into audio."
